date,iso_code,new_cases_smoothed_per_million,new_deaths_smoothed_per_million,weekly_hosp_admissions_per_million
2022-01-08,USA,1816.663,4.474,408.936
2022-01-09,USA,1977.551,4.948,419.078
2022-01-10,USA,2039.115,5.133,427.329
2022-01-11,USA,2079.521,5.27,435.532
2022-01-12,USA,2232.868,5.393,442.594
2022-01-13,USA,2262.861,5.54,447.338
2022-01-14,USA,2327.51,5.808,452.077
2022-01-15,USA,2367.149,5.846,455.163
2022-01-16,USA,2386.345,6.073,453.357
2022-01-17,USA,2393.614,6.288,448.787
2022-01-18,USA,2364.981,6.362,446.431
2022-01-19,USA,2239.537,6.147,443.374
2022-01-20,USA,2261.814,5.916,439.667
2022-01-21,USA,2229.968,6.245,432.786
2022-01-22,USA,2181.061,6.55,424.642
2022-01-23,USA,2129.572,6.887,419.206
2022-01-24,USA,2071.552,6.818,415.67
2022-01-25,USA,2027.722,6.855,411.36
2022-01-26,USA,2045.747,7.417,402.776
2022-01-27,USA,1892.429,7.792,392.734
2022-01-28,USA,1793.089,7.855,383.142
2022-01-29,USA,1707.08,7.854,374.581
2022-01-30,USA,1600.176,7.771,365.051
2022-01-31,USA,1555.247,7.897,354.323
2022-02-01,USA,1489.06,7.883,341.627
2022-02-02,USA,1305.52,7.88,328.798
2022-02-03,USA,1222.424,8.111,316.326
2022-02-04,USA,1120.306,8.03,300.955
2022-02-05,USA,1026.232,7.953,287.617
2022-02-06,USA,924.275,7.877,277.981
2022-02-07,USA,874.694,7.767,267.883
2022-02-08,USA,848.665,7.678,255.314
2022-02-09,USA,734.155,7.898,243.732
2022-02-10,USA,692.544,7.783,232.803
2022-02-11,USA,647.354,7.693,224.612
2022-02-12,USA,569.542,7.636,215.602
2022-02-13,USA,516.088,7.411,206.081
2022-02-14,USA,500.517,7.291,196.701
2022-02-15,USA,479.962,7.296,185.595
2022-02-16,USA,424.614,7.158,175.37
2022-02-17,USA,386.675,6.975,166.023
2022-02-18,USA,348.382,6.849,156.721
2022-02-19,USA,320.8,6.738,147.631
2022-02-20,USA,299.049,6.491,140.858
2022-02-21,USA,287.608,6.385,135.094
2022-02-22,USA,280.543,6.326,128.514
2022-02-23,USA,227.385,5.535,121.86
2022-02-24,USA,230.317,5.485,115.005
2022-02-25,USA,216.782,5.444,109.187
2022-02-26,USA,206.05,5.517,104.076
2022-02-27,USA,193.525,5.509,99.752
2022-02-28,USA,187.133,5.45,95.723
2022-03-01,USA,181.641,5.354,91.099
2022-03-02,USA,193.391,5.861,86.68
2022-03-03,USA,171.769,5.32,82.896
2022-03-04,USA,162.952,4.866,79.101
2022-03-05,USA,153.053,4.392,75.805
2022-03-06,USA,140.416,4.087,73.209
2022-03-07,USA,135.614,3.98,70.726
2022-03-08,USA,131.718,3.983,67.129
2022-03-09,USA,123.711,3.657,63.511
2022-03-10,USA,109.924,3.557,60.451
2022-03-11,USA,107.106,3.735,57.82
2022-03-12,USA,102.028,3.69,55.467
2022-03-13,USA,98.957,3.634,53.232
2022-03-14,USA,98.056,3.712,51.033
2022-03-15,USA,98.134,3.639,49.422
2022-03-16,USA,99.693,,47.702
2022-03-17,USA,96.873,2.87,45.943
2022-03-18,USA,93.376,2.677,44.299
2022-03-19,USA,90.657,2.596,42.617
2022-03-20,USA,88.149,2.399,41.636
2022-03-21,USA,87.187,2.27,40.826
2022-03-22,USA,87.572,2.251,39.407
2022-03-23,USA,78.222,2.584,38.473
2022-03-24,USA,78.339,2.371,37.379
2022-03-25,USA,81.435,2.263,36.41
2022-03-26,USA,82.667,2.19,36.037
2022-03-27,USA,81.7,2.108,35.597
2022-03-28,USA,82.811,2.099,35.02
2022-03-29,USA,82.691,2.076,34.207
2022-03-30,USA,79.988,2.032,33.188
2022-03-31,USA,79.695,1.946,32.584
2022-04-01,USA,80.995,1.916,31.999
2022-04-02,USA,82.678,1.835,31.216
2022-04-03,USA,82.121,1.762,30.607
2022-04-04,USA,81.768,1.748,30.601
2022-04-05,USA,82.104,1.758,30.409
2022-04-06,USA,79.783,1.604,30.335
2022-04-07,USA,83.708,1.516,30.435
2022-04-08,USA,81.182,1.419,30.672
2022-04-09,USA,78.54,1.343,30.571
2022-04-10,USA,84.962,1.464,30.944
2022-04-11,USA,85.965,1.461,30.982
2022-04-12,USA,88.822,1.441,31.378
2022-04-13,USA,92.049,1.441,31.627
2022-04-14,USA,90.113,1.53,31.848
2022-04-15,USA,91.757,1.386,32.239
2022-04-16,USA,103.962,1.465,32.626
2022-04-17,USA,104.703,1.319,32.756
2022-04-18,USA,105.87,1.28,33.368
2022-04-19,USA,106.483,1.275,33.879
2022-04-20,USA,107.088,1.293,34.834
2022-04-21,USA,117.489,1.164,35.656
2022-04-22,USA,122.243,1.14,36.472
2022-04-23,USA,116.67,1.117,37.684
2022-04-24,USA,126.992,1.032,38.665
2022-04-25,USA,129.797,1.041,39.549
2022-04-26,USA,130.783,1.043,40.743
2022-04-27,USA,136.634,0.98,42.153
2022-04-28,USA,141.277,0.962,43.244
2022-04-29,USA,149.612,1.039,44.184
2022-04-30,USA,154.851,0.884,45.281
2022-05-01,USA,159.858,0.947,46.519
2022-05-02,USA,160.906,0.954,47.634
2022-05-03,USA,163.301,0.985,48.92
2022-05-04,USA,169.315,0.969,49.981
2022-05-05,USA,172.758,1.081,51.533
2022-05-06,USA,182.636,1.112,53.212
2022-05-07,USA,190.277,1.117,54.598
2022-05-08,USA,196.644,1.115,55.627
2022-05-09,USA,197.311,1.103,56.277
2022-05-10,USA,199.413,1.073,57.362
2022-05-11,USA,214.988,1.077,58.533
2022-05-12,USA,226.678,0.97,59.957
2022-05-13,USA,238.189,0.869,61.997
2022-05-14,USA,246.084,0.853,63.641
2022-05-15,USA,255.468,0.83,65.527
2022-05-16,USA,256.135,0.838,67.537
2022-05-17,USA,262.248,0.839,69.899
2022-05-18,USA,271.712,0.857,71.622
2022-05-19,USA,284.113,0.846,72.769
2022-05-20,USA,291.978,0.863,73.434
2022-05-21,USA,296.634,0.859,74.457
2022-05-22,USA,310.171,0.879,75.24
2022-05-23,USA,313.257,0.886,76.316
2022-05-24,USA,312.688,0.887,76.594
2022-05-25,USA,307.4,0.953,77.493
2022-05-26,USA,308.974,0.997,78.814
2022-05-27,USA,312.14,1.036,79.831
2022-05-28,USA,313.594,1.068,81.058
2022-05-29,USA,312.8,1.11,81.767
2022-05-30,USA,312.65,1.106,82.219
2022-05-31,USA,308.675,1.102,82.225
2022-06-01,USA,285.302,0.971,83.922
2022-06-02,USA,294.863,0.927,85.102
2022-06-03,USA,289.388,0.875,85.855
2022-06-04,USA,288.706,0.886,85.894
2022-06-05,USA,285.312,0.836,86.059
2022-06-06,USA,290.135,0.836,86.565
2022-06-07,USA,293.45,0.865,88.466
2022-06-08,USA,312.089,0.957,87.972
2022-06-09,USA,310.537,1.004,88.226
2022-06-10,USA,312.061,1.032,88.625
2022-06-11,USA,309.698,0.994,89.633
2022-06-12,USA,312.937,0.965,90.245
2022-06-13,USA,308.814,0.989,91.185
2022-06-14,USA,306.874,0.973,91.572
2022-06-15,USA,303.366,0.969,92.167
2022-06-16,USA,297.329,0.945,92.409
2022-06-17,USA,296.744,0.914,92.521
2022-06-18,USA,293.201,0.929,92.181
2022-06-19,USA,283.888,0.93,92.323
2022-06-20,USA,283.105,0.91,92.415
2022-06-21,USA,281.752,0.92,92.826
2022-06-22,USA,265.235,0.858,93.84
2022-06-23,USA,285.708,0.898,95.04
2022-06-24,USA,281.918,0.921,97.053
2022-06-25,USA,283.731,1.002,99.503
2022-06-26,USA,299.674,1.056,101.582
2022-06-27,USA,303.12,1.061,103.237
2022-06-28,USA,306.777,1.044,104.963
2022-06-29,USA,325.479,1.093,106.175
2022-06-30,USA,312.092,1.141,107.207
2022-07-01,USA,318.326,1.111,108.129
2022-07-02,USA,322.966,1.104,108.611
2022-07-03,USA,326.758,1.116,109.285
2022-07-04,USA,328.517,1.129,109.598
2022-07-05,USA,329.369,1.133,108.924
2022-07-06,USA,307.924,1.076,111.461
2022-07-07,USA,314.214,1.01,114.142
2022-07-08,USA,312.86,1.029,116.734
2022-07-09,USA,316.128,1.035,118.901
2022-07-10,USA,314.088,1.036,120.882
2022-07-11,USA,317.212,1.023,123.134
2022-07-12,USA,321.832,1.033,126.746
2022-07-13,USA,350.51,1.1,128.168
2022-07-14,USA,356.61,1.177,128.901
2022-07-15,USA,360.939,1.224,129.15
2022-07-16,USA,368.704,1.209,129.821
2022-07-17,USA,375.092,1.176,130.199
2022-07-18,USA,375.937,1.196,130.994
2022-07-19,USA,375.487,1.223,132.916
2022-07-20,USA,370.432,1.253,133.767
2022-07-21,USA,368.422,1.276,134.615
2022-07-22,USA,369.639,1.261,135.691
2022-07-23,USA,373.635,1.277,136.206
2022-07-24,USA,383.735,1.346,136.815
2022-07-25,USA,381.911,1.348,137.217
2022-07-26,USA,381.29,1.348,136.457
2022-07-27,USA,383.282,1.328,135.774
2022-07-28,USA,378.765,1.296,135.36
2022-07-29,USA,379.587,1.305,135.029
2022-07-30,USA,378.063,1.316,133.992
2022-07-31,USA,400.326,1.315,133.105
2022-08-01,USA,393.845,1.305,132.327
2022-08-02,USA,386.812,1.282,131.461
2022-08-03,USA,392.148,1.323,131.124
2022-08-04,USA,389.052,1.361,130.696
2022-08-05,USA,384.408,1.369,130.036
2022-08-06,USA,378.736,1.386,130.217
2022-08-07,USA,332.788,1.377,129.915
2022-08-08,USA,330.815,1.388,129.079
2022-08-09,USA,328.645,1.389,129.052
2022-08-10,USA,320.026,1.362,128.455
2022-08-11,USA,309.857,1.396,127.787
2022-08-12,USA,305.01,1.421,126.888
2022-08-13,USA,302.358,1.432,125.7
2022-08-14,USA,296.288,1.454,124.636
2022-08-15,USA,295.168,1.441,123.713
2022-08-16,USA,290.223,1.439,122.123
2022-08-17,USA,290.525,1.442,120.689
2022-08-18,USA,286.031,1.412,119.013
2022-08-19,USA,278.285,1.406,117.062
2022-08-20,USA,273.717,1.384,116.042
2022-08-21,USA,272.347,1.364,115.664
2022-08-22,USA,271.517,1.368,115.244
2022-08-23,USA,274.388,1.373,114.171
2022-08-24,USA,266.938,1.359,112.971
2022-08-25,USA,262.445,1.335,111.901
2022-08-26,USA,266.91,1.338,111.529
2022-08-27,USA,265.131,1.339,110.843
2022-08-28,USA,257.737,1.36,109.734
2022-08-29,USA,257.97,1.369,109.087
2022-08-30,USA,257.622,1.369,108.502
2022-08-31,USA,256.165,1.353,107.884
2022-09-01,USA,256.26,1.335,106.849
2022-09-02,USA,252.182,1.377,105.17
2022-09-03,USA,249.437,1.361,103.612
2022-09-04,USA,245.083,1.305,102.445
2022-09-05,USA,243.282,1.285,100.834
2022-09-06,USA,242.092,1.277,97.898
2022-09-07,USA,218.527,1.212,96.621
2022-09-08,USA,219.702,1.168,96.074
2022-09-09,USA,207.353,1.093,95.734
2022-09-10,USA,199.617,1.082,94.883
2022-09-11,USA,189.824,1.109,93.778
2022-09-12,USA,188.65,1.117,93.012
2022-09-13,USA,186.944,1.106,93.086
2022-09-14,USA,201.922,1.17,91.634
2022-09-15,USA,176.158,1.184,90.165
2022-09-16,USA,175.241,1.231,88.483
2022-09-17,USA,180.432,1.32,87.257
2022-09-18,USA,171.831,1.224,86.45
2022-09-19,USA,169.906,1.209,85.823
2022-09-20,USA,169.894,1.206,85.235
2022-09-21,USA,164.353,1.19,84.2
2022-09-22,USA,160.811,1.166,83.272
2022-09-23,USA,158.471,1.123,82.355
2022-09-24,USA,159.161,1.152,81.049
2022-09-25,USA,155.71,1.142,79.825
2022-09-26,USA,154.991,1.144,78.649
2022-09-27,USA,152.925,1.147,77.487
2022-09-28,USA,149.905,1.149,76.251
2022-09-29,USA,146.017,1.131,74.8
2022-09-30,USA,143.566,1.324,73.821
2022-10-01,USA,138.479,1.258,73.304
2022-10-02,USA,135.655,1.259,72.834
2022-10-03,USA,134.105,1.269,72.497
2022-10-04,USA,133.498,1.257,71.947
2022-10-05,USA,131.27,1.236,71.388
2022-10-06,USA,130.117,1.228,71.054
2022-10-07,USA,124.212,1.064,70.809
2022-10-08,USA,120.6,1.087,70.608
2022-10-09,USA,118.488,1.081,70.212
2022-10-10,USA,118.121,1.059,69.748
2022-10-11,USA,117.853,1.068,69.576
2022-10-12,USA,114.496,1.062,69.296
2022-10-13,USA,114.708,1.043,69.183
2022-10-14,USA,111.866,0.994,69.021
2022-10-15,USA,109.497,0.991,68.666
2022-10-16,USA,106.114,0.96,68.536
2022-10-17,USA,103.883,0.941,68.172
2022-10-18,USA,103.009,0.911,67.69
2022-10-19,USA,106.996,0.939,67.954
2022-10-20,USA,107.352,0.967,68.054
2022-10-21,USA,83.085,0.692,67.906
2022-10-22,USA,134.049,1.358,68.279
2022-10-23,USA,119.819,1.248,68.601
2022-10-24,USA,117.264,1.237,68.988
2022-10-25,USA,112.555,1.234,69.636
2022-10-26,USA,98.256,1.135,70.404
2022-10-27,USA,81.787,0.938,70.753
2022-10-28,USA,189.537,2.239,70.889
2022-10-29,USA,107.75,1.301,70.422
2022-10-30,USA,107.75,1.301,70.182
2022-10-31,USA,107.75,1.301,69.893
2022-11-01,USA,107.75,1.301,69.709
2022-11-02,USA,107.75,1.301,69.701
2022-11-03,USA,107.75,1.301,69.94
2022-11-04,USA,112.88,1.04,70.573
2022-11-05,USA,112.88,1.04,71.341
2022-11-06,USA,112.88,1.04,72.012
2022-11-07,USA,112.88,1.04,73.002
2022-11-08,USA,112.88,1.04,73.47
2022-11-09,USA,112.88,1.04,72.733
2022-11-10,USA,112.88,1.04,72.119
2022-11-11,USA,119.465,0.967,71.595
2022-11-12,USA,119.465,0.967,71.811
2022-11-13,USA,119.465,0.967,71.779
2022-11-14,USA,119.465,0.967,71.335
2022-11-15,USA,119.465,0.967,70.839
2022-11-16,USA,119.465,0.967,71.436
2022-11-17,USA,119.465,0.967,71.793
2022-11-18,USA,116.124,0.93,72.837
2022-11-19,USA,116.124,0.93,73.136
2022-11-20,USA,116.124,0.93,73.629
2022-11-21,USA,116.124,0.93,74.64
2022-11-22,USA,116.124,0.93,76.26
2022-11-23,USA,116.124,0.93,77.505
2022-11-24,USA,116.124,0.93,78.675
2022-11-25,USA,126.76,1.106,78.102
2022-11-26,USA,126.76,1.106,80.177
2022-11-27,USA,126.76,1.106,82.89
2022-11-28,USA,126.76,1.106,86.145
2022-11-29,USA,126.76,1.106,89.716
2022-11-30,USA,126.76,1.106,93.042
2022-12-01,USA,126.76,1.106,96.063
2022-12-02,USA,127.785,0.745,100.05
2022-12-03,USA,127.785,0.745,101.487
2022-12-04,USA,127.785,0.745,102.146
2022-12-05,USA,127.785,0.745,102.276
2022-12-06,USA,127.785,0.745,102.758
2022-12-07,USA,127.785,0.745,103.175
2022-12-08,USA,127.785,0.745,103.778
2022-12-09,USA,195.193,1.282,104.13
2022-12-10,USA,195.193,1.282,105.135
2022-12-11,USA,195.193,1.282,105.877
2022-12-12,USA,195.193,1.282,106.217
2022-12-13,USA,195.193,1.282,106.583
2022-12-14,USA,195.193,1.282,106.894
2022-12-15,USA,195.193,1.282,108.451
2022-12-16,USA,188.348,1.12,110.054
2022-12-17,USA,188.348,1.12,111.227
2022-12-18,USA,188.348,1.12,112.386
2022-12-19,USA,188.348,1.12,113.376
2022-12-20,USA,188.348,1.12,114.564
2022-12-21,USA,188.348,1.12,115.773
2022-12-22,USA,188.348,1.12,116.406
2022-12-23,USA,214.528,1.281,116.852
2022-12-24,USA,214.528,1.281,116.805
2022-12-25,USA,214.528,1.281,116.906
2022-12-26,USA,214.528,1.281,116.755
2022-12-27,USA,214.528,1.281,118.466
2022-12-28,USA,214.528,1.281,121.907
2022-12-29,USA,214.528,1.281,125.57
2022-12-30,USA,165.624,1.047,130.119
2022-12-31,USA,165.624,1.047,134.125
2023-01-01,USA,165.624,1.047,137.184
2023-01-02,USA,165.624,1.047,140.244
2023-01-03,USA,165.624,1.047,140.557
2023-01-04,USA,165.624,1.047,139.868
2023-01-05,USA,165.624,1.047,138.112
2023-01-06,USA,199.201,1.167,135.792
2023-01-07,USA,199.201,1.167,132.655
2023-01-08,USA,199.201,1.167,129.838
2023-01-09,USA,199.201,1.167,126.968
2023-01-10,USA,199.201,1.167,124.302
2023-01-11,USA,199.201,1.167,121.006
2023-01-12,USA,199.201,1.167,117.949
2023-01-13,USA,189.226,1.861,114.452
2023-01-14,USA,189.226,1.861,112.04
2023-01-15,USA,189.226,1.861,109.267
2023-01-16,USA,189.226,1.861,106.332
2023-01-17,USA,189.226,1.861,103.589
2023-01-18,USA,189.226,1.861,100.946
2023-01-19,USA,189.226,1.861,98.537
2023-01-20,USA,130.077,1.547,96.485
2023-01-21,USA,130.077,1.547,94.496
2023-01-22,USA,130.077,1.547,92.947
2023-01-23,USA,130.077,1.547,91.756
2023-01-24,USA,130.077,1.547,90.393
2023-01-25,USA,130.077,1.547,89.086
2023-01-26,USA,130.077,1.547,87.192
2023-01-27,USA,124.52,1.581,85.521
2023-01-28,USA,124.52,1.581,84.422
2023-01-29,USA,124.52,1.581,83.961
2023-01-30,USA,124.52,1.581,83.443
2023-01-31,USA,124.52,1.581,82.308
2023-02-01,USA,124.52,1.581,81.052
2023-02-02,USA,124.52,1.581,80.443
2023-02-03,USA,120.523,1.458,79.668
2023-02-04,USA,120.523,1.458,79.012
2023-02-05,USA,120.523,1.458,78.137
2023-02-06,USA,120.523,1.458,77.921
2023-02-07,USA,120.523,1.458,77.912
2023-02-08,USA,120.523,1.458,78.051
2023-02-09,USA,120.523,1.458,78.184
2023-02-10,USA,117.493,1.453,78.486
2023-02-11,USA,117.493,1.453,78.734
2023-02-12,USA,117.493,1.453,78.699
2023-02-13,USA,117.493,1.453,78.111
2023-02-14,USA,117.493,1.453,77.75
2023-02-15,USA,117.493,1.453,77.513
2023-02-16,USA,117.493,1.453,77.274
2023-02-17,USA,107.419,1.206,76.724
2023-02-18,USA,107.419,1.206,76.053
2023-02-19,USA,107.419,1.206,75.985
2023-02-20,USA,107.419,1.206,75.888
2023-02-21,USA,107.419,1.206,75.642
2023-02-22,USA,107.419,1.206,74.761
2023-02-23,USA,107.419,1.206,73.7
2023-02-24,USA,0.0,0.0,72.665
2023-02-25,USA,112.823,0.997,71.832
2023-02-26,USA,112.823,0.997,70.794
2023-02-27,USA,112.823,0.997,70.573
2023-02-28,USA,112.823,0.997,69.845
2023-03-01,USA,112.823,0.997,68.885
2023-03-02,USA,112.823,0.997,68.104
2023-03-03,USA,112.823,0.997,67.569
2023-03-04,USA,96.21,0.928,66.771
2023-03-05,USA,96.21,0.928,66.357
2023-03-06,USA,96.21,0.928,65.453
2023-03-07,USA,96.21,0.928,64.081
2023-03-08,USA,96.21,0.928,63.085
2023-03-09,USA,96.21,0.928,62.056
2023-03-10,USA,96.21,0.928,60.951
2023-03-11,USA,72.04,0.797,60.167
2023-03-12,USA,72.04,0.797,59.074
2023-03-13,USA,72.04,0.797,57.805
2023-03-14,USA,72.04,0.797,57.001
2023-03-15,USA,72.04,0.797,56.259
2023-03-16,USA,72.04,0.797,55.99
2023-03-17,USA,72.04,0.797,55.246
2023-03-18,USA,53.468,0.735,54.134
2023-03-19,USA,53.468,0.735,53.629
2023-03-20,USA,53.468,0.735,53.108
2023-03-21,USA,53.468,0.735,52.461
2023-03-22,USA,53.468,0.735,51.938
2023-03-23,USA,53.468,0.735,51.211
2023-03-24,USA,53.468,0.735,51.154
2023-03-25,USA,64.597,0.88,51.258
2023-03-26,USA,64.597,0.88,51.145
2023-03-27,USA,64.597,0.88,50.702
2023-03-28,USA,64.597,0.88,50.176
2023-03-29,USA,64.597,0.88,49.673
2023-03-30,USA,64.597,0.88,48.84
2023-03-31,USA,64.597,0.88,47.92
2023-04-01,USA,74.475,0.737,47.246
2023-04-02,USA,74.475,0.737,46.593
2023-04-03,USA,74.475,0.737,46.537
2023-04-04,USA,74.475,0.737,46.233
2023-04-05,USA,74.475,0.737,45.588
2023-04-06,USA,74.475,0.737,44.885
2023-04-07,USA,74.475,0.737,44.172
2023-04-08,USA,0.0,0.0,43.031
2023-04-09,USA,43.695,0.73,42.23
2023-04-10,USA,43.695,0.73,41.417
2023-04-11,USA,43.695,0.73,40.616
2023-04-12,USA,43.695,0.73,39.96
2023-04-13,USA,43.695,0.73,39.738
2023-04-14,USA,43.695,0.73,39.38
2023-04-15,USA,43.695,0.73,39.732
2023-04-16,USA,43.942,0.545,39.729
2023-04-17,USA,43.942,0.545,39.383
2023-04-18,USA,43.942,0.545,38.656
2023-04-19,USA,43.942,0.545,37.941
2023-04-20,USA,43.942,0.545,37.131
2023-04-21,USA,43.942,0.545,36.274
2023-04-22,USA,43.942,0.545,35.248
2023-04-23,USA,41.582,0.506,34.512
2023-04-24,USA,41.582,0.506,33.652
2023-04-25,USA,41.582,0.506,32.815
2023-04-26,USA,41.582,0.506,32.058
2023-04-27,USA,41.582,0.506,31.302
2023-04-28,USA,41.582,0.506,30.926
2023-04-29,USA,41.582,0.506,30.495
2023-04-30,USA,36.522,0.442,30.379
2023-05-01,USA,36.522,0.442,30.14
2023-05-02,USA,36.522,0.442,30.007
2023-05-03,USA,36.522,0.442,29.897
2023-05-04,USA,36.522,0.442,29.646
2023-05-05,USA,36.522,0.442,29.262
2023-05-06,USA,36.522,0.442,28.978
2023-05-07,USA,32.586,0.484,28.824
2023-05-08,USA,32.586,0.484,28.798
2023-05-09,USA,32.586,0.484,28.742
2023-05-10,USA,32.586,0.484,28.558
2023-05-11,USA,32.586,0.484,28.479
2023-05-12,USA,32.586,0.484,28.251
2023-05-13,USA,32.586,0.484,27.837
2023-05-14,USA,39.383,0.821,27.092
2023-05-15,USA,,,26.531
2023-05-16,USA,,,26.114
2023-05-17,USA,,,25.916
2023-05-18,USA,,,25.508
2023-05-19,USA,,,25.525
2023-05-20,USA,,,25.508
